,user_key,#politics,#tcot,#MAGA,#PJNET,#news,#Trump,#Merkelmussbleiben,#TrumpForPresident,#WakeUpAmerica,#NeverHillary,#IslamKills,#TCOT,#Trump2016,#ccot,#2A,#TrumpPence16,#RejectedDebateTopics,#CCOT,#BlackLivesMatter,#ThingsYouCantIgnore,#TrumpTrain,#MakeAmericaGreatAgain,#ToDoListBeforeChristmas,#pjnet,#SurvivalGuideToThanksgiving,#AlternativeAcronymInterpretations,#p2,#…,#BetterAlternativeToDebates,#ChristmasAftermath,#RealLifeMagicSpells,#Hillary,#ThingsMoreTrustedThanHillary,#GiftIdeasForPoliticians,#2016In4Words,#HillaryClinton,#RuinADinnerInOnePhrase,#MakeMeHateYouInOnePhrase,#IdRunForPresidentIf,#IHaveARightToKnow,#ItsRiskyTo,#OscarHasNoColor,#Prayers4California,#CruzCrew,#Obama,#CrookedHillary,#ISIS,#ThingsNotTaughtAtSchool,#SecondhandGifts,#SometimesItsOkTo,#TrumpsFavoriteHeadline,#ElectionDay,#StopIslam,#Brussels,#IGetDepressedWhen,#ValentinesDayIn3Words,#ImTooOldFor,#ICelebrateTrumpWith,#My2017Resolution,#2016ElectionIn3Words,#Merkel,#POTUSLastTweet,#2017SurvivalTips,#ThingsThatShouldBeCensored,#MustBeBanned,#HillaryForPrison2016,#ReasonsToProtest,#ImWithHer,#NowPlaying,#Clinton,#sports,#TheFirst100DaysToDoList,#TrumpBecause,#AmericaFirst,#teaparty,#RT,#TopVideo,#IHaveADreamThat,#debatenight,#MyFarewellWordsWouldBe,#NoCyberCensorship,#RNCinCLE,#ToFeelBetterI,#TRUMP,#NRA,#local,#maga,#Guns4NY,#ObamasWishList,#TopNews,#GOP,#NeverTrump,#world,#Election2016,#VoteTrump,#teapartynews,#DrainTheSwamp,#GOPDebate,#ThingsPeopleOnTwitterLike,#debate,#Oscars,#RedNationRising,#HowToLoseYourJob,#Benghazi,#MeanGirlsRules,#My2017BiggestHope,#gop,#ToAvoidWorkI,#DemDebate,#HillarysHealth,#NoDAPL,#iceisis,#targets,#opiceisis,#ProbableTrumpsTweets,#LostIn3Words,#FishTV,#TeaParty,#UniteBlue,#MyEmmyNominationWouldBe,#DemsInPhilly,#tlot,#DNC,#Cleveland,#ReasonsToGetDivorced,#HappyBirthdayHarryTruman,#USA,#VegasGOPDebate,#HillaryForPrison,#LNYHBT,#theteaparty,#birtherism,#DrunkBands,#DontTellAnyoneBut,#COSProject,#RenewUS,#TedCruz,#quote,#PrayForBrussels,#debates,#WhatIWouldTellA15YearOldMe,#trump,#IStartCryingWhen,#conservative,#RedneckAMovie,#POTUS,#IDontNeedACostumeBecause,#MyBedroomIn3Words,#health,#BasketOfDeplorables,#OscarsSoWhite,#WhatIWantForChristmasIn4Words,#Tcot,#DemDebateMiami,#HateToEatAndRun,#America,#TGDN,#DogSongs,#ctl,#IfIHadABodyDouble,#girlstalkselfies,#God,#RTifYouAre,#NowPlaying:,#AddABandToATVShow,#My4WordNewYearsResolution,#ThingsDoneByMistake,#sp,#1,#ThanksObama,#phosphorusdisaster,#DonaldTrump,#ILove__ButIHate__,#MakeMusicReligious,#usa,#AddAMovieRuinAMovie,#StonedComicBooks,#FakeNews,#Debate,#Listen2,#SummerAMovie,#CR4U,#AddASongRuinAMovie,#OneWordOffMovieQuotes,#ThingsInventedWhileHigh,#business,#LastMinuteGifts2016,#IfICouldntLie,#MakeTVSexy,#SextingWentWrongWhen,#MyBestFriendIsntAllowed,#SingleSurvivalTips,#IHatePokemonGoBecause,#tgdn,#breaking,#US,#VulnerabilityIn5Words,#SexySports,#EasterIn4Words,#WomensMarch,#music,#WorstPainEverIn3Words,#MakeTVShowsAustralian,#Debates2016,#LiberalLogic,#ChildrenThinkThat,#MAGA…,#trump2016,#PresidentTrump,#LockHerUp,#FeelTheBern,#PodestaEmails,#UnlikelyThingsHeardAtWalmart,#SometimesTwitterMakesMe,#Chicago,#MakeTVShowsCanadian,#DickFlicks,#hiphop,#IslamIsTheProblem,#HillarysEmails,#AddCartoonsToHistory,#realdonaldtrump,#MSM,#TheTroubleWithAddiction,#ImNotWithHer,#soundcloud,#HonorForTheBrave,#rap,#BuildTheWall,#RAPStationRadio,#IReallyLikeYouBut,#1A,#TrumpsArmy,#CancelPlansIn5Words,#BlackTwitter,#MakeDCListen,#WeThePeople,#DNCleak,#FBI,#america,#SupremeSacrificeDay,#IfMyFriendsSawMeNow,#3wordsbetterthanIloveyou,#MillennialSportsTeams,#ChristmasAPopSong,#Florida,#AthleticsTVShows,#Israel,#MyOlympicSportWouldBe,#ClintonFoundation,#ShouldBeAllowedAtWork,#ProblematicKidsShows,#BlueLivesMatter,#SuperOldHeroes,#GardenCityShooting,#CNN,#OhHillNo,#Wikileaks,#HappyBirthdayGeorgeWashington,#love,#ImVotingBecause,#ItsMuchBetterTo,#draintheswamp,#StrongerTogether,#Foke,#NYC,#ThingsToKnowAboutTwitter,#VoterFraud,#OtherThingsToDoIn6Seconds,#BLM,#PodernFamily,#ElectionNight,#OneWordOffBooks,#TrumpPence2016,#VoteTrump2016,#Chelsea,#IsQuiteAChallenge,#2ndAmendmentDay,#RenameMillionWomenMarch,#veterans,#WhenImSotallyTober,#HappyBirthdayHarryTruman!,#DemExit,#JapanAMovie,#Islam,#blacklivesmatter,#MakeABookWarm,#SecondHandGifts,#SanBernardino,#DefundPP,#Hillary4Prison,#ReasonsIAintInARelationship,#ElectionFinalThoughts,#CowTV,#Hannity,#TweetsFrom10YearsAgo,#Texas,#ThingsThatDisturbMe,#News,#mondaymotivation,#Syria,#RulesForEverydayLiving,#Hillary2016,#NeverForget,#IKnewWeWereDoomed,#prayforbrussels,#IAmThankfulFor,#quotes,#IWillAlwaysLove,#ICantBeUrFriendBecause,#Russia,#DebateNight,#GameShowHostPickUpLines,#FriendshipIn5Words,#Breaking,#StayWoke,#ItsUnacceptableTo,#2a,#ImAlwaysOkWith,#SomedayIdLikeToSee,#RobotHipHop,#MAGA3X,#USFA,#SickHillary,#NBCNewsForum,#Blacklivesmatter,#ChelseaNYC,#AllMaleReboots,#2016Election,#Jesus,#SignsYouAreAmerican,#T…,#ReleaseClintonsMedicalRecords,#DemConvention,#OneLetterOffSports,#Obamacare,#SCPrimary,#SoundCloud,#Brexit,#ILikePeopleWho,#JunkScience,#JugendmitMerkel,#CaliforniaMovies,#libertarian,#artyoucanhear,#TrumpArmy,#neverhillary,#military,#DumberBroadway,#TeamTrump,#TwitterCanBeABit,#Iran,#GOPDebateSC,#MuslimBan,#CongressIn5Words,#trumptrain,#Periscope:,#ThingsHillaryGoogles,#nra,#CDU,#guncontrol,#TrumpEnMexico,#iHQ,#AndThenIShouldHaveSaid,#IAmOnFire,#InsultingMovies,#NEVERhillary,#JunkieUS,#rantfortoday,#IAMONFIRE,#Democrats,#RichMovies,#C…,#BB4SP,#nowplaying,#FridayFeeling,#FollowTheMoney,#JillNotHill,#FF,#dagr8fm,#EU,#TheGOPHasBecome,#HurricaneMatthew,#OffendEveryoneIn4Words,#HillarysBodyDouble,#ReligionOfPeace,#STOPIslam,#BanIslam,#FamousCreatures,#RetireASongOrBand,#DealBreakerIn3Words,#ConspiracySongs,#ClintonScandals,#DNCinPHL,#WhyImGangsta,#WhatILearnedToday,#MakeSexAwkwardIn5Words,#MentalIllnessIcebreakers,#obama,#IShouldGetAMedalFor,#TEAPARTY,#P…,#MyNewCatchPhraseIs,#ThursdayThoughts,#TrumpPence,#WearHoodieForTrayvon,#VPDebate,#np,#showbiz,#SCOTUS,#MySaturdayNightIn4Words,#ImAlwaysForgetting,#fakenews,#HRC,#TrusTED,#WriteAPanel,#WCW,#TeaPartyNews,#HRCOriginalBirther,#InHonorOf,#Blacks4Trump,#IfTheMediaRiggedTheElection,#SundayMorning,#Military,#SongsHannibalWouldSing,#demndebate,#PJnet,#WeedTV,#IfHillaryBecomesPresident,#WednesdayWisdom,#TheResistance,#AndThatsHowIWentViral,#BernieSanders,#TexasJihad,#NotMyPresident
108,dickyirwin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,dominicvalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,4,1,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,0,0,0,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
110,donnabrivera,0,7,27,6,0,13,0,8,2,9,0,4,7,2,1,5,0,1,2,0,5,1,0,2,0,0,2,3,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,1,4,1,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,1,1,0,4,3,0,6,0,0,2,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
111,donnielmiller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,dontshootcom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,dorothiebell,1,93,70,101,2,21,0,39,32,17,55,32,11,38,26,26,0,34,4,0,19,11,0,23,0,0,2,19,0,0,36,13,0,0,0,8,0,0,0,0,0,1,2,18,6,9,5,0,0,0,0,7,23,29,0,0,0,0,0,0,2,0,0,0,0,14,0,4,0,3,0,0,0,9,5,8,0,0,0,0,6,0,0,12,10,0,6,0,0,0,10,3,0,8,7,0,11,33,0,0,3,15,0,5,0,0,10,0,4,6,0,1,1,1,0,0,0,5,4,0,1,1,6,0,0,16,3,29,6,7,0,8,0,0,11,11,7,1,7,0,0,2,0,0,0,9,0,0,0,2,1,0,5,8,0,7,4,0,0,0,0,2,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,2,1,0,0,1,0,0,5,1,2,7,0,4,0,0,1,0,0,0,1,6,0,0,5,0,1,0,6,0,3,0,0,4,7,0,0,3,4,2,5,0,5,0,0,0,0,3,0,9,0,5,0,0,1,0,4,1,2,2,3,0,1,0,3,1,0,3,0,3,0,3,0,0,0,1,1,5,0,1,0,4,0,5,1,0,7,0,0,0,2,1,2,0,1,0,1,0,0,0,1,1,3,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,4,2,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,5,2,0,0,7,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,0,3,1,0,0,0,0,2,0,0,0,0,0,6,2,0,0,0,0,3,0,5,0,0,0,3,0,1,0,0,2,0,0,0,0,2,0,0,0,2,5,3,0,1,0,0,0,4,0,0,0,0,0,0,0,1
114,drmichaelgarcia,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,edmundc0oke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,edmundrjr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,eliasbrick,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,emileewaren,1,68,51,88,2,34,0,39,42,18,51,36,19,21,31,14,0,24,8,0,25,7,0,13,0,0,3,17,0,0,1,11,4,0,0,13,0,0,0,0,0,39,2,16,10,12,5,0,0,0,0,11,18,20,0,0,0,0,0,0,1,0,0,0,0,11,0,5,0,3,0,0,0,11,8,9,0,0,2,0,21,0,0,2,11,0,5,2,0,0,7,3,0,10,3,0,11,17,0,3,28,7,0,3,0,0,6,0,1,0,20,0,0,0,0,0,0,4,2,0,0,5,5,0,0,7,4,21,4,5,0,0,0,0,8,9,11,1,8,0,0,6,0,1,0,4,0,0,1,1,13,0,4,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,1,0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,7,1,0,0,0,0,0,2,1,6,5,1,8,0,0,1,0,0,0,10,2,0,2,4,0,1,0,7,0,1,0,0,3,1,0,0,3,3,2,6,0,10,0,0,0,0,6,0,5,0,4,0,0,2,0,3,1,3,5,4,0,1,0,3,2,0,3,0,0,0,2,0,2,0,1,4,0,0,3,0,2,0,0,1,0,7,0,0,0,1,4,5,0,1,0,3,0,3,0,2,1,7,0,2,0,0,7,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,3,0,0,2,0,0,2,4,0,2,0,0,0,0,0,0,5,1,0,0,3,0,1,4,0,0,0,3,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,1,3,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,3,3,0,0,3,0,0,2,2,0,1,0,1
