,user_key,#politics,#tcot,#MAGA,#PJNET,#news,#Trump,#Merkelmussbleiben,#TrumpForPresident,#WakeUpAmerica,#NeverHillary,#IslamKills,#TCOT,#Trump2016,#ccot,#2A,#TrumpPence16,#RejectedDebateTopics,#CCOT,#BlackLivesMatter,#ThingsYouCantIgnore,#TrumpTrain,#MakeAmericaGreatAgain,#ToDoListBeforeChristmas,#pjnet,#SurvivalGuideToThanksgiving,#AlternativeAcronymInterpretations,#p2,#…,#BetterAlternativeToDebates,#ChristmasAftermath,#RealLifeMagicSpells,#Hillary,#ThingsMoreTrustedThanHillary,#GiftIdeasForPoliticians,#2016In4Words,#HillaryClinton,#RuinADinnerInOnePhrase,#MakeMeHateYouInOnePhrase,#IdRunForPresidentIf,#IHaveARightToKnow,#ItsRiskyTo,#OscarHasNoColor,#Prayers4California,#CruzCrew,#Obama,#CrookedHillary,#ISIS,#ThingsNotTaughtAtSchool,#SecondhandGifts,#SometimesItsOkTo,#TrumpsFavoriteHeadline,#ElectionDay,#StopIslam,#Brussels,#IGetDepressedWhen,#ValentinesDayIn3Words,#ImTooOldFor,#ICelebrateTrumpWith,#My2017Resolution,#2016ElectionIn3Words,#Merkel,#POTUSLastTweet,#2017SurvivalTips,#ThingsThatShouldBeCensored,#MustBeBanned,#HillaryForPrison2016,#ReasonsToProtest,#ImWithHer,#NowPlaying,#Clinton,#sports,#TheFirst100DaysToDoList,#TrumpBecause,#AmericaFirst,#teaparty,#RT,#TopVideo,#IHaveADreamThat,#debatenight,#MyFarewellWordsWouldBe,#NoCyberCensorship,#RNCinCLE,#ToFeelBetterI,#TRUMP,#NRA,#local,#maga,#Guns4NY,#ObamasWishList,#TopNews,#GOP,#NeverTrump,#world,#Election2016,#VoteTrump,#teapartynews,#DrainTheSwamp,#GOPDebate,#ThingsPeopleOnTwitterLike,#debate,#Oscars,#RedNationRising,#HowToLoseYourJob,#Benghazi,#MeanGirlsRules,#My2017BiggestHope,#gop,#ToAvoidWorkI,#DemDebate,#HillarysHealth,#NoDAPL,#iceisis,#targets,#opiceisis,#ProbableTrumpsTweets,#LostIn3Words,#FishTV,#TeaParty,#UniteBlue,#MyEmmyNominationWouldBe,#DemsInPhilly,#tlot,#DNC,#Cleveland,#ReasonsToGetDivorced,#HappyBirthdayHarryTruman,#USA,#VegasGOPDebate,#HillaryForPrison,#LNYHBT,#theteaparty,#birtherism,#DrunkBands,#DontTellAnyoneBut,#COSProject,#RenewUS,#TedCruz,#quote,#PrayForBrussels,#debates,#WhatIWouldTellA15YearOldMe,#trump,#IStartCryingWhen,#conservative,#RedneckAMovie,#POTUS,#IDontNeedACostumeBecause,#MyBedroomIn3Words,#health,#BasketOfDeplorables,#OscarsSoWhite,#WhatIWantForChristmasIn4Words,#Tcot,#DemDebateMiami,#HateToEatAndRun,#America,#TGDN,#DogSongs,#ctl,#IfIHadABodyDouble,#girlstalkselfies,#God,#RTifYouAre,#NowPlaying:,#AddABandToATVShow,#My4WordNewYearsResolution,#ThingsDoneByMistake,#sp,#1,#ThanksObama,#phosphorusdisaster,#DonaldTrump,#ILove__ButIHate__,#MakeMusicReligious,#usa,#AddAMovieRuinAMovie,#StonedComicBooks,#FakeNews,#Debate,#Listen2,#SummerAMovie,#CR4U,#AddASongRuinAMovie,#OneWordOffMovieQuotes,#ThingsInventedWhileHigh,#business,#LastMinuteGifts2016,#IfICouldntLie,#MakeTVSexy,#SextingWentWrongWhen,#MyBestFriendIsntAllowed,#SingleSurvivalTips,#IHatePokemonGoBecause,#tgdn,#breaking,#US,#VulnerabilityIn5Words,#SexySports,#EasterIn4Words,#WomensMarch,#music,#WorstPainEverIn3Words,#MakeTVShowsAustralian,#Debates2016,#LiberalLogic,#ChildrenThinkThat,#MAGA…,#trump2016,#PresidentTrump,#LockHerUp,#FeelTheBern,#PodestaEmails,#UnlikelyThingsHeardAtWalmart,#SometimesTwitterMakesMe,#Chicago,#MakeTVShowsCanadian,#DickFlicks,#hiphop,#IslamIsTheProblem,#HillarysEmails,#AddCartoonsToHistory,#realdonaldtrump,#MSM,#TheTroubleWithAddiction,#ImNotWithHer,#soundcloud,#HonorForTheBrave,#rap,#BuildTheWall,#RAPStationRadio,#IReallyLikeYouBut,#1A,#TrumpsArmy,#CancelPlansIn5Words,#BlackTwitter,#MakeDCListen,#WeThePeople,#DNCleak,#FBI,#america,#SupremeSacrificeDay,#IfMyFriendsSawMeNow,#3wordsbetterthanIloveyou,#MillennialSportsTeams,#ChristmasAPopSong,#Florida,#AthleticsTVShows,#Israel,#MyOlympicSportWouldBe,#ClintonFoundation,#ShouldBeAllowedAtWork,#ProblematicKidsShows,#BlueLivesMatter,#SuperOldHeroes,#GardenCityShooting,#CNN,#OhHillNo,#Wikileaks,#HappyBirthdayGeorgeWashington,#love,#ImVotingBecause,#ItsMuchBetterTo,#draintheswamp,#StrongerTogether,#Foke,#NYC,#ThingsToKnowAboutTwitter,#VoterFraud,#OtherThingsToDoIn6Seconds,#BLM,#PodernFamily,#ElectionNight,#OneWordOffBooks,#TrumpPence2016,#VoteTrump2016,#Chelsea,#IsQuiteAChallenge,#2ndAmendmentDay,#RenameMillionWomenMarch,#veterans,#WhenImSotallyTober,#HappyBirthdayHarryTruman!,#DemExit,#JapanAMovie,#Islam,#blacklivesmatter,#MakeABookWarm,#SecondHandGifts,#SanBernardino,#DefundPP,#Hillary4Prison,#ReasonsIAintInARelationship,#ElectionFinalThoughts,#CowTV,#Hannity,#TweetsFrom10YearsAgo,#Texas,#ThingsThatDisturbMe,#News,#mondaymotivation,#Syria,#RulesForEverydayLiving,#Hillary2016,#NeverForget,#IKnewWeWereDoomed,#prayforbrussels,#IAmThankfulFor,#quotes,#IWillAlwaysLove,#ICantBeUrFriendBecause,#Russia,#DebateNight,#GameShowHostPickUpLines,#FriendshipIn5Words,#Breaking,#StayWoke,#ItsUnacceptableTo,#2a,#ImAlwaysOkWith,#SomedayIdLikeToSee,#RobotHipHop,#MAGA3X,#USFA,#SickHillary,#NBCNewsForum,#Blacklivesmatter,#ChelseaNYC,#AllMaleReboots,#2016Election,#Jesus,#SignsYouAreAmerican,#T…,#ReleaseClintonsMedicalRecords,#DemConvention,#OneLetterOffSports,#Obamacare,#SCPrimary,#SoundCloud,#Brexit,#ILikePeopleWho,#JunkScience,#JugendmitMerkel,#CaliforniaMovies,#libertarian,#artyoucanhear,#TrumpArmy,#neverhillary,#military,#DumberBroadway,#TeamTrump,#TwitterCanBeABit,#Iran,#GOPDebateSC,#MuslimBan,#CongressIn5Words,#trumptrain,#Periscope:,#ThingsHillaryGoogles,#nra,#CDU,#guncontrol,#TrumpEnMexico,#iHQ,#AndThenIShouldHaveSaid,#IAmOnFire,#InsultingMovies,#NEVERhillary,#JunkieUS,#rantfortoday,#IAMONFIRE,#Democrats,#RichMovies,#C…,#BB4SP,#nowplaying,#FridayFeeling,#FollowTheMoney,#JillNotHill,#FF,#dagr8fm,#EU,#TheGOPHasBecome,#HurricaneMatthew,#OffendEveryoneIn4Words,#HillarysBodyDouble,#ReligionOfPeace,#STOPIslam,#BanIslam,#FamousCreatures,#RetireASongOrBand,#DealBreakerIn3Words,#ConspiracySongs,#ClintonScandals,#DNCinPHL,#WhyImGangsta,#WhatILearnedToday,#MakeSexAwkwardIn5Words,#MentalIllnessIcebreakers,#obama,#IShouldGetAMedalFor,#TEAPARTY,#P…,#MyNewCatchPhraseIs,#ThursdayThoughts,#TrumpPence,#WearHoodieForTrayvon,#VPDebate,#np,#showbiz,#SCOTUS,#MySaturdayNightIn4Words,#ImAlwaysForgetting,#fakenews,#HRC,#TrusTED,#WriteAPanel,#WCW,#TeaPartyNews,#HRCOriginalBirther,#InHonorOf,#Blacks4Trump,#IfTheMediaRiggedTheElection,#SundayMorning,#Military,#SongsHannibalWouldSing,#demndebate,#PJnet,#WeedTV,#IfHillaryBecomesPresident,#WednesdayWisdom,#TheResistance,#AndThatsHowIWentViral,#BernieSanders,#TexasJihad,#NotMyPresident
231,lavrovmuesli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,lazykstafford,18,69,33,73,55,16,0,46,44,10,60,34,23,41,17,7,0,29,1,0,17,11,0,17,0,0,1,10,0,0,0,7,51,0,0,4,0,0,0,0,0,1,59,14,5,3,5,0,0,0,0,4,27,22,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,2,24,0,19,6,8,8,0,0,2,0,8,1,0,2,8,12,1,29,0,0,3,2,1,1,12,0,1,10,35,0,2,11,0,3,0,0,5,0,10,0,0,0,0,0,0,0,0,4,11,0,2,4,1,0,0,6,6,0,2,3,0,0,0,0,8,9,4,3,8,1,0,2,0,1,0,3,0,0,5,0,0,0,9,10,0,1,2,0,0,0,0,1,0,0,0,0,0,0,4,10,0,3,0,0,1,0,0,5,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,5,6,3,0,0,0,3,2,0,0,0,1,0,0,5,5,1,1,0,0,0,10,0,0,0,2,0,0,4,3,0,1,0,3,1,2,0,0,5,2,0,0,2,2,0,1,1,5,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,3,1,0,3,0,0,0,0,1,0,0,0,1,0,0,2,0,0,4,0,2,0,1,0,0,6,2,0,0,9,1,3,0,1,0,3,0,2,0,1,1,1,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,3,0,1,0,3,0,1,0,4,2,0,2,0,3,0,4,0,7,0,0,0,0,4,1,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0,0,0,0,3,0,5,3,0,1,1,0,0,0,4,1,0,0,2,0,1,0,0,0,0,1,0,0,2,1,0,2,3,0,0,0,0,0,0,2,0
233,leecory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,lelandgraves_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,leroylovesusa,1,70,61,93,1,28,0,51,28,7,42,44,12,28,29,14,0,26,6,0,12,7,0,13,0,0,11,20,0,0,3,14,5,0,0,5,0,0,0,0,0,43,14,26,8,11,7,0,0,0,0,12,16,24,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,2,1,0,5,6,13,8,0,0,1,0,21,0,0,4,12,0,7,12,0,0,0,3,0,9,1,0,20,3,0,1,20,6,0,10,0,0,7,0,12,0,0,1,1,1,0,0,0,6,10,0,0,7,5,0,0,8,1,0,0,15,0,0,0,0,7,14,13,1,13,0,0,3,0,0,0,0,0,0,0,0,16,0,6,11,0,1,7,0,0,0,0,2,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,5,1,0,0,0,0,0,1,5,2,3,0,2,0,0,0,0,0,0,0,1,0,1,2,0,8,0,10,0,8,0,0,4,1,0,2,4,4,0,4,0,4,0,0,0,0,3,0,5,0,0,0,0,1,0,2,2,3,3,4,1,3,0,4,0,0,0,0,2,0,0,0,0,0,5,2,0,0,4,0,0,0,9,0,0,3,0,0,0,0,3,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,2,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,1,2,0,0,1,0,3,0,0,0,1,2,0,1,0,2,0,2,0,0,0,3,0,11,0,2,0,3,2,0,1,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,6,0,0,1,1,0,2,1,0,0,2,1,0,1,0,1
236,lila_gorila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,liljordamn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,lilylilyhasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,logan_whatsup,10,5,0,3,41,0,0,0,3,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,18,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
240,loragreeen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241,lukas_rosler,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
